,0,1
0,0.0047251317246545235,Asset1Asset20
1,0.0039172374007139105,Asset3Asset14
2,0.022586079230083794,Asset3Asset17
3,0.04867762052378453,Asset3Asset21
4,0.00018971814874244578,Asset5Asset17
5,0.04512375501958916,Asset6Asset3
6,0.011078419871079666,Asset6Asset7
7,0.01562760206023937,Asset6Asset17
8,0.012819324810419709,Asset7Asset6
9,0.022565795666943743,Asset9Asset10
10,0.004749389889224307,Asset9Asset13
11,0.039205973293276075,Asset10Asset9
12,0.004089255386501061,Asset10Asset11
13,0.0040195669330073125,Asset11Asset10
14,0.013138986974419271,Asset13Asset9
15,0.0060797326155171165,Asset14Asset3
16,0.04676122822009514,Asset14Asset17
17,0.0003160621695529508,Asset17Asset5
18,0.007134532882013756,Asset20Asset1
19,0.049473012995543804,Asset23Asset10
20,0.03866210363163975,Asset23Asset11
21,0.01791374008269633,Asset26Asset27
22,0.01995022147713568,Asset27Asset26
